"221","221","1","1","221","221. Para aumentar la supervivencia de los/as afectados/as por una paradacardiorrespiratoria, se recomienda realizar correctamente un tipo de maniobras y hacerlo, además, en un orden preciso. Es lo que se conoce como Cadena de Supervivencia. ¿De cuántos","2.","3.","4.","5.","3"
"222","222","1","1","222","222. La denominada Cadena de Supervivencia, recomienda realizar determinadas maniobras para atender a los/as afectados/as de una PCR y hacerlo en un orden preciso. Siguiendo la secuencia recomendada, ¿cuál delas siguientes acciones sería la primera que ","Maniobra de RCPBásica.","Maniobras de RCP Avanzada. Estabilización y traslado.","Activar servicios de emergencia. Pedir ayuda.","Desfibrilación precoz.","3"
"223","223","1","1","223","223. Una vez diagnosticada una parada cardiorrespiratoria, ¿en qué momento cree que deberían comenzar las maniobras de RCP?","Lo antes posible.","Inmediatamente después de realizar la desfibrilación.","No después de 10 minutos ni antes de 4.","Depende de si es presenciada o no.","1"
"224","224","1","1","224","224. ¿Qué número aproximado de muertes se producen en Europa al añoa causa de paradas cardiorrespiratorias?","Aproximadamente 80.000.","Aproximadamente 150.000.","Aproximadamente 300.000.","Aproximadamente 700.000.","4"
"225","225","1","1","225","225. ¿Cuál de los enunciados se ajusta a la siguiente definición?, conjunto de maniobras encaminadas a revertir el estado de parada cardiorrespiratoria, que se lleva a cabo sin material, salvo los denominados dispositivosde barrera destinados a prevenir e","Resucitación cardiopulmonar avanzada.","Soporte vital.","Resucitación cardiopulmonar básica.","Resucitación cardiopulmonar instrumental.","3"
"226","226","1","1","226","226. ¿Cuál de los enunciados se ajusta a la siguiente definición?, conjunto de maniobras encaminadas a revertir el estado de parada cardiorrespiratoria, que se lleva a cabo por personal especializado y empleando todos los medios materiales y humanos que s","Resucitación cardiopulmonar instrumental.","Resucitación cardiopulmonar avanzada.","Resucitación cardiopulmonar básica.","Soporte vital.","2"
"227","227","1","1","227","227. ¿Cuál de los enunciados se ajusta a la siguiente definición?, concepto más amplio que el de RCP, al integrar, junto a las maniobras clásicas,contenidos referidos a la prevención de las PCR y la difusión a toda la población de estos conocimientos. El ","Soporte vital.","Cadena de supervivencia.","RCP instrumental.","Desfibrilación temprana.","1"
"228","228","1","1","228","228. El Comité Europeo de Resucitación Cardiopulmonar (European Resuscitation Council), coordina a las organizaciones de los diferentes Estadosmiembros, con actividades en los ámbitos de la resucitación cardiopulmonar. La ERC elabora recomendaciones y pro","2000.","2003.","2005.","2007.","3"
"229","229","1","1","229","229. Ante una posible parada cardiorrespiratoria (PCR) lo primero que debemos hacer es comprobar el estado de conciencia del individuo, ¿cómovaloraría en este contexto el nivel de conciencia?","Aplicando la escala de Glasgow.","Sacudiendo al/a la paciente y gritándole con voz alta.","Viendo, oyendo y sintiendo su respiración.","Palpando su pulso carotídeo.","2"
"230","230","1","1","230","230. Encontramos a una señora de unos 45 años tumbada en una plaza pública. Al acercarnos para comprobar su conciencia nos mira y dice algo queno conseguimos comprender, según las recomendaciones de la ERC (European Resuscitation Council), ¿qué deberíamos","Ponerla en posición lateral de seguridad.","Comprobar su respiración.","Dejarla como está, pedir ayuda, volver junto a ella y reevaluar periódicamente.","Nada, dejarla como está y continuar nuestro camino.","3"
"231","231","1","1","231","231. La maniobra denominada FrenteMentón, se realiza colocando una manoen la frente para echar la cabeza hacia atrás, hiperextendiendo el cuello y conla punta de los dedos de la otra elevando el mentón, ¿cuál es su finalidad?","Para comprobar lesiones en la columna cervical.","Para desobstruir la vía aérea de cuerpos extraños.","Para abrir la vía aérea.","Para evitar lesiones en la columna cervical.","3"
"232","232","1","1","232","232. Encontramos a un señor de unos 55 años tumbado en una plaza pública. Al acercarnos para ver qué le pasa, podemos comprobar que no responde(está inconsciente). Según las recomendaciones de la ERC (European Resuscitation Council), ¿qué deberíamos hacer","No tocarlo.","Ponerlo en posición lateral de seguridad.","Comprobar el pulso.","Comprobar la respiración.","4"
"233","233","1","1","233","233. Ante una posible situación de parada cardiorrespiratoria, una vez quehemos comprobado que el individuo está inconsciente, ¿cuánto tiempo seaconseja que dediquemos a comprobar la respiración?","Todo el que necesitemos.","Como máximo 1 minuto.","Como máximo 30 segundos.","Como máximo 10 segundos.","4"
"234","234","1","1","234","234. ¿Cuál de las siguientes actuaciones corresponde con la técnica indicada para comprobar la ventilación en un individuo consciente?","Ver, oír y sentir la respiración.","Poner un espejo delante de su boca y nariz para ver si se empaña.","Encender un mechero delante de su boca y nariz para ver si se apaga.","Ninguna de las anteriores.","4"
"235","235","1","1","235","235. Encontramos a un/a joven en una plaza pública. Al acercarnos podemos comprobar que está inconsciente, pero sin embargo respira; según lasrecomendaciones de la ERC (European Resuscitation Council), ¿qué deberíamos hacer en esta situación?","La ERC no aborda estas recomendaciones.","Ponerlo/la en posición lateral de seguridad y pedir ayuda.","Comenzar con las maniobras de RCP.","Comprobar el pulso.","2"
"236","236","1","1","236","236. ¿Cuál de las siguientes maniobras corresponde con la técnica adecuada para comprobar la ventilación en un individuo inconsciente?","Ver, oír y sentir la respiración.","Maniobra de Heimlich.","Posición lateral de seguridad.","Tracción mandibular.","1"
"237","237","1","1","237","237. ¿En cuál de los siguientes casos empleará la técnica conocida comoposición lateral de seguridad?","En individuos inconscientes y que no respiran.","En individuos inconscientes y que respiran.","En individuos conscientes y que no respiran.","En individuos conscientes y que respiran.","2"
"238","238","1","1","238","238. Según las recomendaciones de la ERC (European Resuscitation Council), ¿qué es lo primero que debemos hacer al comprobar que un individuoestá inconsciente y no respira?","Pedir ayuda.","Ponerlo en posición lateral de seguridad.","Comenzar con las maniobras de reanimación cardiopulmonar.","Comprobar el pulso.","1"
"239","239","1","1","239","239. Imagine que encuentra tumbado en el acerado público a un individuo de unos 30 años. Tras comprobar que está inconsciente y no respira,pide ayuda telefónica a los servicios de emergencia sanitaria; según las recomendaciones de la ERC (European Resusci","Esperar la llegada de los servicios sanitarios, reevaluando cada 2 minutos.","Ponerlo en posición lateral de seguridad.","Comenzar las maniobras de RCP básica (compresiones / ventilaciones).","Comprobar el pulso.","3"
"240","240","1","1","240","240. ¿Dónde se debe apoyar el talón de la mano para realizar correctamente el masaje cardiaco externo en las maniobras de resucitación?","2 cm por encima del apéndice xifoides.","2 traveses de dedo por encima del apéndice xifoides.","En el centro del pecho.","Sobre el manubrio esternal.","3"
"241","241","1","1","241","241. ¿Cómo deben colocarse los brazos en relación con el tórax del/de lapaciente para realizar el masaje cardiaco externo en las maniobras de resucitación?","Extendidos y perpendiculares al esternón.","Perpendiculares al esternón y con los codos ligeramente flexionados.","Extendidos y en 30o con el esternón.","Es indiferente.","1"
"242","242","1","1","242","242. Según las recomendaciones de la ERC (European Resuscitation Council), en las secuencias de compresiones / ventilaciones de las maniobras deRCP, ¿durante cuánto tiempo debemos insuflar aire en cada ventilación?","Aproximadamente 1 segundo.","Aproximadamente 3 segundos.","Aproximadamente 5 segundos.","Aproximadamente 10 segundos.","1"
"243","243","1","1","243","243. Según las recomendaciones de la ERC (European Resuscitation Council), durante las maniobras de RCP, ¿qué frecuencia de compresiones /ventilaciones debemos aplicar?","30 ventilaciones / 2 compresiones.","30 compresiones / 2 ventilaciones.","15 compresiones / 2 ventilaciones.","Depende del número de reanimadores.","2"
"244","244","1","1","244","244. Según las recomendaciones de la ERC (European Resuscitation Council), si durante las maniobras de RCP estuviesen presentes dos reanimadores expertos, ¿qué frecuencia de compresiones / ventilaciones deberíanaplicar?","15 compresiones / 2 ventilaciones.","15 ventilaciones / 2 compresiones.","30 compresiones / 2 ventilaciones.","30 ventilaciones / 2 compresiones.","3"
"245","245","1","1","245","245. Según las recomendaciones de la ERC (European Resuscitation Council), ¿con qué frecuencia deben realizarse las compresiones torácicas durante las maniobras de RCP?","Aproximadamente a 60 compresiones al minuto.","Aproximadamente a 80 compresiones al minuto.","Aproximadamente a 100 compresiones al minuto.","Aproximadamente a 120 compresiones al minuto.","3"
"246","246","1","1","246","246. Señale qué actuación no es correcta en relación con la práctica dela respiración bocaboca durante la aplicación de las maniobras de RCPbásica:","Insuflaremos aire hasta comprobar que se eleva el tórax.","En caso necesario se puede insuflar el aire a través de la nariz o delestoma de una traqueostomía.","Insuflaremos cada vez, la máxima cantidad de aire que nos sea posible.","Despejaremos la vía aérea mediante la maniobra frentementón.","3"
"247","247","1","1","247","247. Caminando por su ciudad, observa a un chico y una chica que acaban de caerse de una moto. A su llegada, los dos se han quitado los cascos.Presentan erosiones visibles y rasguños en varias zonas de la ropa. El chicosangra abundantemente por una herida","Comprobar conciencia y respiración de ambos jóvenes.","Detener la hemorragia, aplicando presión directa sobre el punto desangrado, con uno o varios apósitos y levantando el miembro herido.","Detener la hemorragia aplicando un torniquete por encima de la articulación del codo.","Detener la hemorragia aplicando un torniquete por debajo de la articulación del codo.","2"
"248","248","1","1","248","248. ¿Cuál de los siguientes enunciados corresponde con la forma correcta de introducir una cánula orofaríngea (Guedel) en la boca del/de la paciente para acabar insertándosela?","Con la concavidad hacia el paladar.","Con la convexidad hacia el paladar.","Con la concavidad hacia la mejilla izquierda.","Con la convexidad hacia la mejilla izquierda.","1"
"249","249","1","1","249","249. ¿Dónde se recomienda colocar los parches autoadhesivos (electrodos), para el empleo de los desfibriladores externos semiautomáticos DESA(o desfibriladores externos automáticos DEA)?","En el tórax del paciente, el lugar no es importante.","Debajo de la clavícula derecha y en la línea media axilar izquierda.","Debajo de la clavícula izquierda y en la línea media axilar derecha.","Debajo de la clavícula izquierda y en la línea media axilar izquierda.","2"
"250","250","1","1","250","250. ¿Qué concentraciones de oxígeno podremos administrar, si utilizamos un resucitador manual (balón de reanimación, bolsa de ventilaciónautohinchable), al que le hemos añadido una bolsa reservorio conectada auna fuente de oxígeno?","Cercanas al 50%.","Cercanas al 70%.","Cercanas al 80%.","Cercanas al 100%.","4"
"251","251","1","1","251","251. ¿Cuál de los siguientes signos no es propio de una obstrucción completa de la vía aérea por un cuerpo extraño?","La víctima no puede hablar.","Tose insistentemente.","Muestra mucha agitación.","No puede respirar.","2"
"252","252","1","1","252","252. Comiendo en un restaurante, observamos cómo un señor de unos50 años se levanta del asiento con las manos en la garganta y con muchaagitación. Al intentar ayudarle, nos dice con voz estridente que se ahoga,¿cuál sería la primera acción que deberíamos ","Llamar a los servicios de emergencias sanitarios.","Darle 5 palmadas interescapulares.","Animarle a que tosa enérgicamente.","Realizarle la maniobra de Heimlich.","3"
"253","253","1","1","253","253. ¿Cuál de los siguientes enunciados no es un motivo para suspenderlas maniobras de RCP básica?","Cuando el/la reanimador/a está exhausto/a.","Cuando el/la paciente recupere circulación espontánea.","Cuando se compruebe de forma fehaciente que el afectado/a tienemás de 85 años.","Cuando se confirma de forma indiscutible que las maniobras se instauraroncon un retraso superior a 10 minutos con respecto a la iniciación de la PCR(excepto en ahogamientos, hipotermia o intoxicación con barbitúricos).","3"
"254","254","1","1","254","254. A nuestro centro acude un padre con su hijo, con una cianosis evidente.Lo ponemos sobre la camilla y podemos comprobar que no está consciente yque no respira. Siguiendo las recomendaciones de la ERC (European Resuscitation Council), ¿qué deberíamos h","Comprobar el pulso.","Comenzar con las compresiones torácicas.","Dar 5 ventilaciones de rescate.","Indagar sobre las posibles causas.","3"
"255","255","1","1","255","255. Imagine que forma parte del equipo que atiende una PCR. Se plantea el dilema de administrar o no oxigenoterapia. En su opinión ¿se debeadministrar oxigenoterapia? Y en caso positivo, ¿a qué concentración administraría el oxígeno?","Sí, al 25%.","Sí, al 50%.","Sí, al 100%.","No, el oxígeno en esta circunstancia deprimiría aún más el centrorespiratorio.","3"
"256","256","1","1","256","256. ¿Cuál de los enunciados se ajusta a la siguiente definición: dispositivo de ayuda mecánica manual, en forma de ventosa, que aplicado sobreel esternón se utiliza para realizar las compresiones torácicas?","Compresióndescompresión activas (CDA).","Chaleco neumático.","Tablas de compresión torácica automática.","Contrapulsación abdominal intermitente.","1"
"257","257","1","1","257","257. ¿Cuál de los siguientes trastornos se corresponde con la arritmia quecon mayor frecuencia ocasiona PCR en los/as adultos/as?","Fibrilación auricular.","Fibrilación ventricular.","Bloqueo auriculoventricular de 1.er grado.","Taquicardia ventricular polimorfa.","2"
"258","258","1","1","258","258. ¿Cuál de los siguientes enunciados no representa una de las técnicasalternativas de soporte circulatorio?","Chaleco neumático (compresión neumática intermitente).","Compresión abdominal continua.","Contrapulsación abdominal intermitente.","Combitubo.","4"
"259","259","1","1","259","259. ¿Cuál de los siguientes trastornos representa una alteración del ritmocardiaco, que no se trata mediante desfibrilación?","Taquicardia ventricular sin pulso.","Asistolia.","Fibrilación ventricular.","Todos se tratan mediante desfibrilación.","2"
"260","260","1","1","260","260. La forma más fiable de asegurar la vía aérea durante la RCP avanzada es la intubación traqueal; como máximo, ¿cuánto tiempo puede durarun intento de intubación traqueal?","30 segundos.","60 segundos.","2 minutos.","3 minutos.","1"
"261","261","1","1","261","261. ¿Qué vía elegiremos como primera elección para la administración defármacos durante una PCR?","Vía venosa central.","Vía venosa periférica.","Vía traqueal.","Vía intraósea.","2"
"262","262","1","1","262","262. ¿Cuál de los siguientes trastornos no se corresponde con alguna delas causas que pueden provocar una PCR y son potencialmente reversibles?","Hipovolemia.","Hiperglucemia.","Hipoxia.","Hiperpotasemia.","2"
"263","263","1","1","263","263. ¿Cuál de los siguientes enunciados es correcto, en relación con eldenominado golpe precordial?","Se aplica por protocolo en todas las PCR.","Es una técnica prácticamente en desuso.","Se aplica en PCR presenciadas, siempre que no retrase el tratamientoeléctrico.","Se aplica sólo en las PCR que cursan con ritmos no desfibrilables.","3"
"264","264","1","1","264","264. Al conectar el desfibrilador (monofásico) a un/a paciente en PCR,comprueba la existencia de una fibrilación ventricular, ¿cuál sería la primera acción a realizar?","Desfibrilar 3 veces seguidas a 360 julios.","Desfibrilar una vez a 360 julios.","Desfibrilar una vez a 150 julios.","Realizar puñopercusión.","2"
"265","265","1","1","265","265. Forma parte del equipo que atiende a un adulto en PCR. Al colocarlas palas del desfibrilador comprueban la existencia de una fibrilación ventricular y deciden dar un primer choque con el desfibrilador a 200 julios,¿cuál sería la siguiente acción a re","Volver a desfibrilar.","Administrar adrenalina.","Realizar maniobras de RCP durante 2 minutos.","Administrar amiodarona.","3"
"266","266","1","1","266","266. El tratamiento de la fibrilación ventricular prioriza las descargas conel desfibrilador pero, ¿en qué momento administraría adrenalina?","Nunca.","Después de la 1.a descarga.","Después de la 2.a descarga.","Sólo si se confirma que la causa desencadenante es la hipovolemia.","3"
"267","267","1","1","267","267. Forma parte del equipo que atiende a un/a adulto/a en PCR. Al colocar las palas del desfibrilador (monofásico) comprueban la existencia indudable de una asistolia, ¿cuál sería la siguiente acción a realizar?","Desfibrilar a 360 julios.","Realizar maniobras de RCP (compresiones / ventilaciones).","Desfibrilar a 150 julios.","Realizar puñopercusión.","2"
"268","268","1","1","268","268. Si necesitásemos desfibrilar a un/a niño/a en PCR, ¿qué dosis deberíamos emplear, suponiendo que sólo disponemos de un desfibrilador monofásico?","4 julios / kg.","20 julios / kg.","90 julios.","120 julios.","1"
"269","269","1","1","269","269. ¿Cómo se denomina el dispositivo que se ajusta a la siguiente descripción?, tubo largo (unos 37 cm) de gran calibre, con un extremo distalredondeado y ciego. Se aloja en el esófago, impidiendo la salida de alimentos mediante un balón de neumotaponami","Obturador esofágico.","Tubo en S de Safar.","Combitubo.","Mascarilla laríngea.","1"
"270","270","1","1","270","270. ¿Cómo se denomina el dispositivo que se ajusta a la siguiente descripción?, dispositivo que consiste en un tubo de grueso calibre, con unmanguito inflable de forma elíptica en su extremo distal, sellando la hipofaringe alrededor de la abertura faríng","Combitubo.","Mascarilla laríngea.","Obturador esofágico.","Tubo en S de Safar.","2"
"271","271","1","1","271","271. Podemos definir la Ética como:","La parte de la Sociología encargada del comportamiento humano y dela moralidad.","La parte del conocimiento humano que trata y se interesa de los principios y los conceptos base que están o deberían estar en el pensamiento y actividad humanos.","La parte de la moral que persigue el conocimiento del pensamientohumano.","La parte de la disciplina enfermera que da desarrollo a la actividadhumana y a la moral.","2"
"272","272","1","1","272","272. Todas las concepciones de la disciplina enfermera se insertan en unsistema de valores y creencias que está influenciado por el conjunto de valores sociales, culturales políticos y económicos. Con la finalidad de precisar las características de la dis","Cuidado, persona, salud, entorno.","Sociedad, persona, salud, entorno.","Cuidado, persona, salud, sociedad.","Cuidado, persona, sociedad, entorno.","1"
"273","273","1","1","273","273. El denominado Juramento Nightingale aparece en:","1898.","1573.","1973.","1893.","4"
"274","274","1","1","274","274. ¿Cuántos criterios identifican autores como Raths, Haumin y Simonque deben cumplirse para que las creencias, actitudes, actividades o sentimientos se conviertan en valor?","4.","6.","7.","8.","3"
"275","275","1","1","275","275. La/el enfermera/o debe disponer de un bagaje vivencial y conceptualespecífico que ha sido señalado por múltiples autores. Entre ellos, Mayeroffhabla de ocho componentes básicos a desarrollar para disponer de la capacidad de cuidar:","Conocimiento, alternancia del ritmo, paciencia, honestidad, templanza, humildad, esperanza, coraje.","Conocimiento, alternancia del ritmo, paciencia, honestidad, confianza, humildad, esperanza, coraje.","Conocimiento, alternancia del ritmo, templanza, honestidad, confianza, humildad, esperanza, coraje.","Templanza, alternancia del ritmo, paciencia, honestidad, confianza,humildad, esperanza, coraje.","2"
"276","276","1","1","276","276. La teoría de Sigmund Freud sobre la moral considera:","Que el mecanismo de lo bueno y lo malo en el individuo es el superegoy la consciencia.","Que el desarrollo de la moral se realiza durante toda la vida.","Que el desarrollo moral implica 3 aspectos fundamentales: emoción,juicio y conducta moral.","Que la moralidad es una medida de cómo las personas tratan a los demás.","1"
"277","277","1","1","277","277. La American Nurses Association (ANA) ha enunciado los denominados«principios morales universales» básicos para el ejercicio de la profesiónde enfermería; entre ellos, los más importantes son:","Principio de beneficencia, principio de maleficencia y principio de justicia.","Principio de beneficencia, principio de autonomía y principio de maleficencia.","Principio de beneficencia, principio de integridad y principio de justicia.","Principio de beneficencia, principio de autonomía y principio de justicia.","4"
"278","278","1","1","278","278. El aborto puede definirse como la terminación del embarazo porcualquier medio antes de que el feto tenga el suficiente desarrollo paravivir con independencia del organismo materno. Se considera tal al fetode:","Menos de 400 g o menos de 20 semanas de gestación.","Menos de 500 g o menos de 20 semanas de gestación.","Menos de 300 g o menos de 20 semanas de gestación.","Menos de 500 g o menos de 30 semanas de gestación.","2"
"279","279","1","1","279","279. En el vigente Código Penal de 1995 (Ley Orgánica 10/1995, de 23de noviembre), se castiga al/a la que practica abortos en los artículos:","124 a 146.","184 a 196.","144 a 146.","164 a 176.","3"
"280","280","1","1","280","280. Aquella parte diferenciable del cuerpo humano constituida por diversos tejidos que mantiene su estructura, vascularización y capacidad paradesarrollar funciones fisiológicas con un grado importante de autonomía ysuficiencia es:","Un tejido.","Un aparato.","Un sistema.","Un órgano.","4"
"281","281","1","1","281","281. La extracción de órganos procedentes de donantes vivos para su ulterior trasplante en otra persona podrá realizarse si se cumplen las siguientescondiciones y requisitos:","El/la donante debe gozar de plenas facultades mentales y de un estadode salud adecuado.","El/la donante debe ser mayor de edad, gozar de plenas facultadesmentales y de un estado de salud adecuado.","El/la donante debe ser mayor de edad y gozar de plenas facultadesmentales.","El/la donante debe ser mayor de edad y gozar de un estado de saludadecuado.","2"
"282","282","1","1","282","282. La eutanasia negativa consiste en:","La puesta en práctica de forma planificada de una actividad encaminada a procurar la muerte antes de lo que sería normal según el estadode salud de la persona.","La omisión planificada de los cuidados que seguramente prolongaríanla vida del/de la enfermo/a.","Los cuidados ordinarios y extraordinarios que se administran a un/aenfermo/a desahuciado/a y en fase terminal, con el fin de retrasar lomás posible una muerte inminente o inevitable.","Realizar técnicas de soporte al/a la paciente terminal que se encuentra moribundo para procurar la muerte antes de lo que sería normalsegún el estado de salud de la persona.","2"
"283","283","1","1","283","283. La denominada en términos jurídicos lex artis es:","Conjunto de prescripciones que marca las pautas de ejercicio de cadaprofesión, de conformidad con los saberes y conocimientos científicosadquiridos, la experiencia o pericia del trabajo desplegado, o la diligencia y probidad proyectadas en determinado sec","Acto profesional sanitario enjuiciado, de conformidad con los saberesy conocimientos científicos adquiridos.","Disminución del monto indemnizable, de conformidad con los saberesy conocimientos científicos adquiridos.","Corresponsabilidad compartida, cuando hay otra causa del daño, deconformidad con los saberes y conocimientos científicos adquiridos.","1"
"284","284","1","1","284","284. Según la jurisprudencia, los elementos necesarios para que existaresponsabilidad civil son:","Acción u omisión antijurídica del/de la agente, culpa o dolo de éste/a,daño producido y relación causal entre la acción u omisión y el daño.","Culpa o dolo, daño producido y relación causal entre la acción u omisión y el daño.","Acción u omisión antijurídica del/de la agente, culpa o dolo de éste/ay relación causal entre la acción u omisión y el daño.","Acción u omisión antijurídica del/de la agente, culpa o dolo de éste/ay daño producido.","1"
"285","285","1","1","285","285. El secreto profesional del/de la sanitario/a es:","La ocultación de información.","La ocultación de información que contrae el/la sanitario/a respecto atodo lo sabido o intuido.","La obligación permanente de silencio con la finalidad de ocultar información.","La obligación permanente de silencio que contrae el/la sanitario/a respecto a todo lo sabido o intuido sobre una o más personas en el transcurso de su relación profesional.","4"
"286","286","1","1","286","286. Los elementos básicos del secreto profesional son:","La trascendencia de la información captada, la permanencia de laobligación y la intrascendencia del tipo de actuación profesional.","El contenido de la información captada, la permanencia de la obligación y la intrascendencia del tipo de actuación profesional.","El contenido de la información captada, la permanencia de la obligación y la trascendencia de la información.","El contenido de la información captada, la trascendencia de la información y la intrascendencia del tipo de actuación profesional.","2"
"287","287","1","1","287","287. Señale la respuesta falsa. El/la sanitario/a se verá obligado/a a romper el secreto profesional:","Cuando lo estime oportuno.","Cuando hay peligro para la salud pública.","Cuando esté en juego la vida de otras personas.","Cuando declaren como testigos en un juicio.","1"
"288","288","1","1","288","288. ¿A partir de qué resolución del Consejo General de Enfermería quedaplasmado el Código Deontológico de la Enfermería Española?","Resolución n.o 32/69.","Resolución n.o 32/79.","Resolución n.o 32/89.","Resolución n.o 32/99.","3"
"289","289","1","1","289","289. El Código Deontológico de la Enfermería Española se estructura en:","Preámbulo, Disposición Transitoria, Disposición Final, Prólogo, Declaración previa, 13 capítulos con 84 artículos y un artículo final y Normasadicionales (6 normas).","Disposición Transitoria, Disposición Final, Prólogo, Declaración previa,13 capítulos con 84 artículos y un artículo final y Normas adicionales(6 normas).","Preámbulo, Disposición Final, Prólogo, Declaración previa, 13 capítuloscon 84 artículos y un artículo final y Normas adicionales (6 normas).","Preámbulo, Disposición Transitoria, Disposición Final, Prólogo, Declaraciónprevia, 13 capítulos con 84 artículos y Normas adicionales (6 normas).","1"
"290","290","1","1","290","290. El capítulo 1 del Código Deontológico de la Enfermería Española versa sobre:","Derecho de los/as enfermos/as.","El ámbito de aplicación.","La/el enfermera/o ante la sociedad.","Normas comunes.","2"
"291","291","1","1","291","291. Según el Código Deontológico de la Enfermería Española, si la/el enfermera/o es consciente de que el/la paciente no está preparado/a para recibir la información pertinente y requerida, deberá:","Tomar una decisión sobre la base de su buen juicio.","Notificarlo a su superior/a.","Dirigirse a los familiares o allegados al mismo.","Informar al/a la paciente independientemente de su estado.","3"
"292","292","1","1","292","292. Según el Código Deontológico de la Enfermería Española, la/el enfermera/o no podrá participar en investigaciones científicas o tratamientosexperimentales con los/as pacientes que tenga a su cuidado, salvo que:","Sean investigaciones aprobadas por la Comisión de Ética.","Exista consentimiento previo, libre e informado del/de la paciente, desus familiares o responsables.","Sean estudios de placebo.","Exista consentimiento de la Autoridad Sanitaria competente.","2"
"293","293","1","1","293","293. El artículo 19, Capítulo 3 del Código Deontológico de la EnfermeríaEspañola, dice:","De conformidad en lo dispuesto en el artículo 16.1 de la ConstituciónEspañola, la/el Enfermera/o tiene, en el ejercicio de su profesión, elderecho a la objeción de conciencia que deberá ser debidamente explicitado ante cada caso concreto. El Consejo Gener","Las/os Enfermeras/os deben ayudar a detectar los efectos adversos queejerce el medio ambiente sobre la salud de los hombres y las mujeres.","La/el Enfermera/o informará de los límites del secreto profesional y noadquirirá compromisos bajo secreto que entrañen malicia o dañen aterceros o a un bien público.","La/el Enfermera/o guardará en secreto toda la información sobre el/la paciente que haya llegado a su conocimiento en el ejercicio de su trabajo.","4"
"294","294","1","1","294","294. El capítulo 4 del Código Deontológico de la Enfermería Española versa sobre:","Derecho de los/as enfermos/as.","El ámbito de aplicación.","La/el enfermera/o ante la sociedad.","Normas comunes.","3"
"295","295","1","1","295","295. El capítulo 8 del Código Deontológico de la Enfermería Española versa sobre:","Derecho de los/as enfermos/as.","El personal de enfermería y el derecho del/de la niño/a a crecer ensalud y dignidad, como obligación ética y responsabilidad social.","La enfermería ante el derecho a una ancianidad más digna, saludabley feliz como contribución ética y social al desarrollo armonioso de lasociedad.","Normas comunes.","3"
"296","296","1","1","296","296. Tomando como referencia el Código Deontológico de la EnfermeríaEspañola, en caso de emergencia, la/el enfermera/o está obligada/o a:","Pedir ayuda especializada y esperar antes de actuar.","Ponerse a disposición de la Autoridad Sanitaria competente.","Ponerse voluntariamente a disposición de quienes coordinan los programas de ayuda sanitaria.","Prestar su auxilio profesional al/a la herido/a o enfermo/a.","4"
"297","297","1","1","297","297. Tomando como referencia el Código Deontológico de la EnfermeríaEspañola, señale la respuesta correcta:","La/el Enfermera/o nunca deberá delegar, en cualquier otro miembrodel equipo de salud, funciones que le son propias y para las cuales noestán los demás debidamente capacitados.","La/el Enfermera/o debe aceptar el cumplimiento de una responsabilidad que no sea de su competencia, en demérito del cumplimiento desus propias funciones.","La/el Enfermera/o no deberá asumir la responsabilidad de todas las decisiones que a nivel individual debe tomar en el ejercicio y su profesión.","La/el Enfermera/o no está obligada a denunciar cuantas actitudes negativas observe hacia el paciente, en cualquiera de los miembros delequipo de salud.","1"
"298","298","1","1","298","298. Tomando como referencia el Código Deontológico de la EnfermeríaEspañola, señale la respuesta incorrecta:","Es deber de la/el Enfermera/o compartir con sus colegas aquellos conocimientos y experiencias que puedan contribuir al mejor servicio delos/as enfermos/as y al fortalecimiento de la profesión.","La/el Enfermera/o no aceptará hacerse cargo de un/a cliente que estásiendo atendido/a por otro/a colega sin el previo consentimiento de éste/a,ni siquiera por una causa muy justificada, o en caso de urgencia.","La/el Enfermera/o no aceptará hacerse cargo de un/a cliente que estásiendo atendido por otro/a colega sin el previo consentimiento de éste/a,excepto por una causa muy justificada, y en caso de urgencia.","La/el Enfermera/o, en el trato con subordinados, superiores, colegasy otros profesionales sanitarios, se guiará siempre por las reglas debuena educación y cortesía.","2"
"299","299","1","1","299","299. La responsabilidad de actualizar constantemente los conocimientoscon el fin de evitar actuaciones que puedan ocasionar la pérdida de saludo de vida de las personas atendidas es de:","La Autoridad competente.","Los/as supervisores/as de Enfermería.","El Colegio de Enfermería.","La/el Enfermera/o.","4"
"300","300","1","1","300","300. Tomando como referencia el Código Deontológico de la EnfermeríaEspañola, señale la respuesta incorrecta:","La/el Enfermera/o debe solicitar, siempre que sea necesario, la colaboración de los miembros de otras profesiones de salud, que asegureal público un servicio de mejor calidad.","Es deber de la/el Enfermera/o compartir con sus colegas aquellos conocimientos y experiencias que puedan contribuir al mejor servicio delos/as enfermos/as y al fortalecimiento de la profesión.","La/el Enfermera/o deberá valorar sus propias necesidades de aprendizaje, buscando los recursos apropiados pero no debe autodirigir supropia formación.","La/el Enfermera/o no solamente estará preparada/o para practicar, sinoque deberá poseer los conocimientos y habilidades científicas que lalex artis exige en cada momento a la/el Enfermera/o competente.","3"
